id,fecha,nombre_empleado,area,actividad_realizada,tipo_incidente,descripcion_incidente,epp_casco,epp_guantes,epp_chaleco,herramientas_estado,altura_trabajo,dias_incapacidad,costo_estimado,foto_incidente
485,2025-03-05,Mariano Belmonte Durán,Instalaciones,Tendido de fibra,Golpe,Atrapado por cable,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,877,foto_485.jpg
486,2025-05-22,Hector Santamaría Miralles,Soporte,Reparación,Caída,Corte con cúter,En buen estado,En buen estado,En buen estado,No inspeccionadas,Sí,1,80,foto_486.jpg
487,2025-06-07,Abril Bonilla-Solís,Mantenimiento,Configuración de equipos,Corte,Contacto accidental,En buen estado,En buen estado,En buen estado,Dañadas,Sí,1,757,foto_487.jpg
488,2025-03-04,Kike Cornejo Ballester,Mantenimiento,Configuración de equipos,Corte,Inspección preventiva,En buen estado,Dañado,En buen estado,Dañadas,No,3,200,foto_488.jpg
489,2025-02-19,Odalis Torrijos,Mantenimiento,Instalación ONT,Golpe,Caída de escalera,En buen estado,No usa,En buen estado,No inspeccionadas,Sí,1,544,foto_489.jpg
490,2025-05-01,Pili Benet,Soporte,Configuración de equipos,Sin incidente,Ronda de verificación,Dañado,En buen estado,Dañado,En buen estado,Sí,0,0,foto_490.jpg
491,2025-05-09,Luis Villa-Ávila,Instalaciones,Configuración de equipos,Sin incidente,Ronda de verificación,En buen estado,En buen estado,Dañado,En buen estado,No,0,0,foto_491.jpg
492,2025-04-29,Herberto Tudela Francisco,Supervisión,Instalación ONT,Caída,Resbalón en terreno mojado,En buen estado,No usa,En buen estado,Dañadas,No,2,1105,foto_492.jpg
493,2025-03-26,Ambrosio Vélez-Pablo,Mantenimiento,Reparación,Exposición a altura,Resbalón en techo,En buen estado,Dañado,En buen estado,En buen estado,No,2,822,foto_493.jpg
494,2025-03-30,Hortensia Gascón Bernal,Instalaciones,Inspección,Exposición a altura,Trabajando en poste sin arnés,Dañado,En buen estado,En buen estado,Dañadas,No,1,923,foto_494.jpg
495,2025-05-15,Fernanda Ribas Oliva,Soporte,Cambio de ONT,Descarga eléctrica,Resbalón en techo,No usa,En buen estado,En buen estado,En buen estado,No,2,546,foto_495.jpg
496,2025-05-16,Sebastián Lago Cazorla,Soporte,Instalación ONT,Sin incidente,Reporte rutinario,En buen estado,Dañado,En buen estado,En buen estado,No,0,0,foto_496.jpg
497,2025-03-07,Severino Valero-Abril,Instalaciones,Tendido de fibra,Caída,Golpe con herramienta,En buen estado,En buen estado,En buen estado,En buen estado,No,2,1139,foto_497.jpg
498,2025-04-01,Abril Manuel-Ramírez,Mantenimiento,Cambio de ONT,Golpe,Resbalón en terreno mojado,En buen estado,En buen estado,Dañado,Dañadas,No,1,755,foto_498.jpg
499,2025-03-30,Duilio Aragón Escobar,Instalaciones,Inspección,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_499.jpg
500,2025-03-02,Amanda Planas Barberá,Instalaciones,Inspección,Sin incidente,Ronda de verificación,Dañado,No usa,En buen estado,En buen estado,Sí,0,0,foto_500.jpg
501,2025-06-10,Íngrid Zaira Escudero Beltran,Supervisión,Inspección,Sin incidente,Reporte rutinario,Dañado,En buen estado,En buen estado,No inspeccionadas,Sí,0,0,foto_501.jpg
502,2025-04-10,Inocencio Vazquez Fuente,Mantenimiento,Instalación ONT,Caída,Ronda de verificación,En buen estado,En buen estado,En buen estado,Dañadas,Sí,2,418,foto_502.jpg
503,2025-06-12,Américo Arjona Montoya,Mantenimiento,Verificación de señal,Exposición a altura,Reporte rutinario,En buen estado,No usa,En buen estado,En buen estado,No,3,151,foto_503.jpg
504,2025-03-23,Pío Calvo Prats,Supervisión,Inspección,Sin incidente,Ronda de verificación,No usa,En buen estado,No usa,Dañadas,Sí,0,0,foto_504.jpg
505,2025-04-03,Lina Mayo Bustamante,Instalaciones,Cambio de ONT,Descarga eléctrica,Corte con fibra,No usa,En buen estado,En buen estado,En buen estado,No,1,669,foto_505.jpg
506,2025-04-18,Clementina de Granados,Mantenimiento,Inspección,Caída,Caída de escalera,En buen estado,No usa,No usa,En buen estado,No,1,541,foto_506.jpg
507,2025-03-09,Raúl Amancio Alvarado Vergara,Instalaciones,Inspección,Atrapamiento,Corte con fibra,No usa,En buen estado,En buen estado,En buen estado,No,1,1148,foto_507.jpg
508,2025-06-10,Mar Alcántara Espejo,Instalaciones,Reparación,Sin incidente,Inspección preventiva,Dañado,En buen estado,Dañado,En buen estado,No,0,0,foto_508.jpg
509,2025-05-28,Dominga Duque,Supervisión,Configuración de equipos,Atrapamiento,Caída de escalera,En buen estado,En buen estado,En buen estado,En buen estado,Sí,2,995,foto_509.jpg
510,2025-06-08,Jose Luis Peralta Roldan,Supervisión,Inspección,Caída,Deslizamiento en escalera,En buen estado,No usa,En buen estado,En buen estado,Sí,1,214,foto_510.jpg
511,2025-03-21,Pacífica Benavente-Falcó,Instalaciones,Cambio de ONT,Sin incidente,Reporte rutinario,No usa,En buen estado,En buen estado,En buen estado,No,0,0,foto_511.jpg
512,2025-06-04,María Pilar del Barroso,Mantenimiento,Verificación de señal,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_512.jpg
513,2025-06-04,Leocadia Melisa Donoso Villalobos,Supervisión,Instalación ONT,Caída,Corte con cúter,No usa,Dañado,En buen estado,En buen estado,No,1,900,foto_513.jpg
514,2025-05-31,Moreno del Vega,Soporte,Tendido de fibra,Golpe,Inspección preventiva,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,1,569,foto_514.jpg
515,2025-02-25,Lupe Huguet Borja,Mantenimiento,Cambio de ONT,Golpe,Golpe con herramienta,En buen estado,En buen estado,En buen estado,En buen estado,Sí,2,1079,foto_515.jpg
516,2025-03-09,Venceslás Aníbal Villaverde Belda,Soporte,Reparación,Caída,Resbalón en techo,En buen estado,No usa,En buen estado,No inspeccionadas,No,3,348,foto_516.jpg
517,2025-03-21,Ileana Guzmán,Mantenimiento,Cambio de ONT,Atrapamiento,Golpe con herramienta,Dañado,Dañado,En buen estado,En buen estado,Sí,4,636,foto_517.jpg
518,2025-04-11,Narcisa Emma Uría Burgos,Soporte,Verificación de señal,Caída,Inspección preventiva,Dañado,En buen estado,En buen estado,Dañadas,No,2,560,foto_518.jpg
519,2025-03-26,Donato Vilar,Soporte,Tendido de fibra,Sin incidente,Ronda de verificación,En buen estado,No usa,En buen estado,En buen estado,No,0,0,foto_519.jpg
520,2025-04-04,Miguela Bustamante Arnau,Mantenimiento,Inspección,Corte,Contacto accidental,Dañado,En buen estado,En buen estado,No inspeccionadas,No,1,698,foto_520.jpg
521,2025-05-30,Edgardo Roselló Chico,Supervisión,Reparación,Sin incidente,Sin evento,Dañado,En buen estado,En buen estado,Dañadas,No,0,0,foto_521.jpg
522,2025-03-28,Vilma Mir Corbacho,Instalaciones,Inspección,Golpe,Contacto accidental,En buen estado,En buen estado,No usa,En buen estado,Sí,1,1100,foto_522.jpg
523,2025-02-22,Apolinar Saura Correa,Instalaciones,Instalación ONT,Sin incidente,Reporte rutinario,En buen estado,Dañado,En buen estado,En buen estado,No,0,0,foto_523.jpg
524,2025-03-13,Javier Ciro Olivares Pacheco,Supervisión,Configuración de equipos,Sin incidente,Inspección preventiva,En buen estado,Dañado,En buen estado,Dañadas,No,0,0,foto_524.jpg
525,2025-04-02,Jose Miguel Aparicio Figuerola,Supervisión,Inspección,Caída,Resbalón en terreno mojado,En buen estado,Dañado,En buen estado,Dañadas,Sí,2,1075,foto_525.jpg
526,2025-04-05,Diana Soto Baró,Mantenimiento,Instalación ONT,Sin incidente,Ronda de verificación,No usa,En buen estado,En buen estado,No inspeccionadas,No,0,0,foto_526.jpg
527,2025-04-11,Celso Cañete Méndez,Mantenimiento,Cambio de ONT,Descarga eléctrica,Deslizamiento en escalera,No usa,En buen estado,En buen estado,En buen estado,No,5,987,foto_527.jpg
528,2025-03-09,Rosa Paulina Comas Bárcena,Mantenimiento,Cambio de ONT,Corte,Inspección preventiva,En buen estado,En buen estado,No usa,En buen estado,No,2,176,foto_528.jpg
529,2025-06-07,Flavio Ricart Alfonso,Supervisión,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,En buen estado,No usa,Dañadas,No,0,0,foto_529.jpg
530,2025-05-15,Lucio Moll,Mantenimiento,Configuración de equipos,Atrapamiento,Contacto accidental,En buen estado,No usa,En buen estado,En buen estado,Sí,2,766,foto_530.jpg
531,2025-06-12,Natividad Echevarría Monreal,Instalaciones,Instalación ONT,Sin incidente,Inspección preventiva,No usa,No usa,En buen estado,En buen estado,No,0,0,foto_531.jpg
532,2025-05-12,Eva María Barriga Ortuño,Mantenimiento,Configuración de equipos,Atrapamiento,Ronda de verificación,En buen estado,No usa,En buen estado,En buen estado,No,2,690,foto_532.jpg
533,2025-03-15,Graciela Mayo,Instalaciones,Configuración de equipos,Caída,Atrapado por cable,En buen estado,No usa,En buen estado,En buen estado,Sí,1,82,foto_533.jpg
534,2025-03-31,Olivia Galan,Soporte,Tendido de fibra,Caída,Caída de escalera,No usa,En buen estado,En buen estado,En buen estado,Sí,3,890,foto_534.jpg
535,2025-03-06,Rafaela del Moraleda,Instalaciones,Inspección,Sin incidente,Inspección preventiva,En buen estado,No usa,No usa,En buen estado,No,0,0,foto_535.jpg
536,2025-03-09,Azucena Agullo,Soporte,Cambio de ONT,Exposición a altura,Corte con fibra,En buen estado,En buen estado,Dañado,En buen estado,No,4,635,foto_536.jpg
537,2025-04-11,Javiera Dávila Heredia,Instalaciones,Verificación de señal,Golpe,Contacto accidental,Dañado,Dañado,En buen estado,En buen estado,No,1,495,foto_537.jpg
538,2025-05-07,Noemí Paniagua,Instalaciones,Configuración de equipos,Atrapamiento,Corte con fibra,En buen estado,No usa,En buen estado,En buen estado,No,1,691,foto_538.jpg
539,2025-05-25,Maricruz Julián Colom,Mantenimiento,Tendido de fibra,Corte,Dedo atrapado en puerta,En buen estado,No usa,En buen estado,En buen estado,No,1,153,foto_539.jpg
540,2025-03-16,Nicolás Tomás Palma,Supervisión,Cambio de ONT,Descarga eléctrica,Corte con cúter,En buen estado,Dañado,En buen estado,En buen estado,Sí,1,779,foto_540.jpg
541,2025-02-25,Feliciano Domínguez Guillen,Supervisión,Verificación de señal,Atrapamiento,Deslizamiento en escalera,En buen estado,Dañado,En buen estado,No inspeccionadas,Sí,2,1077,foto_541.jpg
542,2025-05-19,Coral Girón Carreras,Soporte,Cambio de ONT,Exposición a altura,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,1,1023,foto_542.jpg
543,2025-05-27,Ana Sofía Ale Cuervo Tormo,Mantenimiento,Cambio de ONT,Caída,Impacto por herramienta,En buen estado,No usa,En buen estado,En buen estado,No,4,547,foto_543.jpg
544,2025-04-12,Bonifacio Carmona-Antón,Instalaciones,Verificación de señal,Golpe,Reporte rutinario,Dañado,En buen estado,No usa,En buen estado,No,2,553,foto_544.jpg
545,2025-05-16,Mónica Pera Alegria,Supervisión,Reparación,Sin incidente,Reporte rutinario,En buen estado,Dañado,En buen estado,En buen estado,Sí,0,0,foto_545.jpg
546,2025-04-17,Aureliano Domínguez Arnau,Soporte,Instalación ONT,Golpe,Corte con fibra,En buen estado,En buen estado,En buen estado,En buen estado,No,2,1112,foto_546.jpg
547,2025-04-01,Paloma Mur,Soporte,Instalación ONT,Corte,Inspección preventiva,En buen estado,Dañado,En buen estado,En buen estado,Sí,1,317,foto_547.jpg
548,2025-06-12,Olivia del Prats,Supervisión,Configuración de equipos,Caída,Atrapado por cable,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,431,foto_548.jpg
549,2025-04-22,Jesusa del Martí,Instalaciones,Reparación,Descarga eléctrica,Impacto por herramienta,Dañado,No usa,En buen estado,En buen estado,Sí,4,727,foto_549.jpg
550,2025-03-06,Eli Seco-Izquierdo,Soporte,Cambio de ONT,Corte,Contacto accidental,En buen estado,En buen estado,En buen estado,En buen estado,Sí,4,1092,foto_550.jpg
551,2025-05-20,Leandro Gaya Rosell,Supervisión,Instalación ONT,Sin incidente,Ronda de verificación,En buen estado,No usa,No usa,En buen estado,No,0,0,foto_551.jpg
552,2025-03-13,Narcisa Exposito Vélez,Mantenimiento,Verificación de señal,Sin incidente,Inspección preventiva,En buen estado,En buen estado,No usa,Dañadas,No,0,0,foto_552.jpg
553,2025-02-28,Baudelio Córdoba Juan,Mantenimiento,Tendido de fibra,Caída,Corte con cúter,En buen estado,No usa,En buen estado,En buen estado,No,3,251,foto_553.jpg
554,2025-04-01,Priscila Alcántara Montero,Supervisión,Cambio de ONT,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_554.jpg
555,2025-06-16,Pascual Colomer Castrillo,Instalaciones,Inspección,Corte,Deslizamiento en escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,5,867,foto_555.jpg
556,2025-02-19,Custodio Jacinto Amaya Mariño,Supervisión,Inspección,Golpe,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,5,423,foto_556.jpg
557,2025-05-29,Rosalía Vidal Elorza,Supervisión,Instalación ONT,Caída,Contacto con caja sin aislar,Dañado,Dañado,En buen estado,En buen estado,No,1,96,foto_557.jpg
558,2025-05-18,Pía Céspedes-Puerta,Soporte,Instalación ONT,Golpe,Dedo atrapado en puerta,En buen estado,No usa,En buen estado,En buen estado,Sí,3,198,foto_558.jpg
559,2025-05-10,Marciano Palomo Muro,Supervisión,Cambio de ONT,Golpe,Golpe con herramienta,En buen estado,En buen estado,No usa,No inspeccionadas,Sí,3,1082,foto_559.jpg
560,2025-03-11,Florentino Villar Ponce,Mantenimiento,Tendido de fibra,Sin incidente,Ronda de verificación,En buen estado,En buen estado,Dañado,En buen estado,Sí,0,0,foto_560.jpg
561,2025-05-22,Teodoro Arjona Portillo,Instalaciones,Cambio de ONT,Sin incidente,Sin evento,En buen estado,Dañado,En buen estado,En buen estado,Sí,0,0,foto_561.jpg
562,2025-05-13,Cintia Gargallo Asensio,Supervisión,Tendido de fibra,Golpe,Golpe con herramienta,Dañado,No usa,En buen estado,En buen estado,No,1,211,foto_562.jpg
563,2025-03-27,Benita Albero Salamanca,Supervisión,Inspección,Atrapamiento,Corte con fibra,Dañado,En buen estado,En buen estado,En buen estado,No,1,225,foto_563.jpg
564,2025-03-18,Victorino Luís Salmerón,Supervisión,Reparación,Caída,Resbalón en terreno mojado,En buen estado,No usa,No usa,No inspeccionadas,Sí,1,494,foto_564.jpg
565,2025-06-05,Josué Cortina Bustamante,Supervisión,Verificación de señal,Corte,Inspección preventiva,En buen estado,Dañado,En buen estado,En buen estado,No,1,319,foto_565.jpg
566,2025-03-16,Manu Ferreras Moreno,Mantenimiento,Tendido de fibra,Caída,Contacto con caja sin aislar,No usa,Dañado,En buen estado,En buen estado,No,3,221,foto_566.jpg
567,2025-04-02,Elena Benitez Mínguez,Soporte,Verificación de señal,Atrapamiento,Contacto accidental,En buen estado,No usa,En buen estado,No inspeccionadas,No,1,833,foto_567.jpg
568,2025-04-18,Benigno Nogueira-Llobet,Supervisión,Configuración de equipos,Caída,Contacto con caja sin aislar,No usa,No usa,Dañado,Dañadas,No,2,1114,foto_568.jpg
569,2025-05-13,Amor Torrecilla Morera,Supervisión,Verificación de señal,Exposición a altura,Contacto con caja sin aislar,En buen estado,En buen estado,En buen estado,En buen estado,No,2,633,foto_569.jpg
570,2025-03-05,Jessica Purificación Escrivá Rubio,Soporte,Cambio de ONT,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_570.jpg
571,2025-03-26,Claudia Mas Poza,Supervisión,Tendido de fibra,Caída,Impacto por herramienta,Dañado,En buen estado,En buen estado,En buen estado,No,2,150,foto_571.jpg
572,2025-05-13,Macaria Matas Jódar,Soporte,Configuración de equipos,Descarga eléctrica,Inspección preventiva,Dañado,Dañado,En buen estado,No inspeccionadas,Sí,3,107,foto_572.jpg
573,2025-05-12,Bernarda Pavón,Instalaciones,Cambio de ONT,Caída,Corte con fibra,En buen estado,En buen estado,En buen estado,En buen estado,No,1,874,foto_573.jpg
574,2025-05-30,Cloe Vega-Company,Supervisión,Instalación ONT,Sin incidente,Sin evento,Dañado,No usa,No usa,En buen estado,No,0,0,foto_574.jpg
575,2025-06-13,Hipólito Ródenas,Mantenimiento,Reparación,Sin incidente,Ronda de verificación,Dañado,Dañado,No usa,No inspeccionadas,Sí,0,0,foto_575.jpg
576,2025-04-14,Hernán Barrera,Instalaciones,Instalación ONT,Sin incidente,Reporte rutinario,No usa,En buen estado,No usa,Dañadas,No,0,0,foto_576.jpg
577,2025-03-28,Clara Meléndez Rosado,Supervisión,Verificación de señal,Sin incidente,Sin evento,En buen estado,No usa,En buen estado,Dañadas,No,0,0,foto_577.jpg
578,2025-04-11,Cosme Gárate,Instalaciones,Instalación ONT,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_578.jpg
579,2025-05-03,Margarita Ferreras Pallarès,Mantenimiento,Verificación de señal,Atrapamiento,Corte con fibra,Dañado,Dañado,No usa,En buen estado,No,2,158,foto_579.jpg
580,2025-04-28,Rafa Pont Lucena,Mantenimiento,Tendido de fibra,Caída,Atrapado por cable,En buen estado,Dañado,No usa,En buen estado,Sí,1,827,foto_580.jpg
581,2025-02-28,Rufina Valenciano Calvet,Instalaciones,Configuración de equipos,Exposición a altura,Resbalón en terreno mojado,En buen estado,En buen estado,En buen estado,En buen estado,No,4,843,foto_581.jpg
582,2025-06-02,Gisela Falcón Higueras,Mantenimiento,Inspección,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_582.jpg
583,2025-05-17,Evaristo Jordán Soria Alcolea,Soporte,Instalación ONT,Corte,Contacto con caja sin aislar,En buen estado,En buen estado,En buen estado,En buen estado,No,2,855,foto_583.jpg
584,2025-06-17,Luz Pozo,Mantenimiento,Cambio de ONT,Golpe,Trabajando en poste sin arnés,Dañado,En buen estado,En buen estado,En buen estado,No,2,559,foto_584.jpg
585,2025-04-24,Primitiva Galvez Osorio,Instalaciones,Reparación,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_585.jpg
586,2025-05-10,Buenaventura Perez,Supervisión,Tendido de fibra,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_586.jpg
587,2025-02-24,Alfredo Menendez Mínguez,Mantenimiento,Cambio de ONT,Golpe,Caída de escalera,No usa,En buen estado,En buen estado,En buen estado,No,3,630,foto_587.jpg
588,2025-05-18,Vera Coral Agullo Conesa,Supervisión,Configuración de equipos,Exposición a altura,Impacto por herramienta,En buen estado,No usa,En buen estado,En buen estado,No,1,82,foto_588.jpg
589,2025-06-17,Nicodemo de Duran,Instalaciones,Tendido de fibra,Exposición a altura,Deslizamiento en escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,2,773,foto_589.jpg
590,2025-05-02,Primitiva Muñoz Peña,Mantenimiento,Tendido de fibra,Caída,Corte con fibra,En buen estado,No usa,En buen estado,No inspeccionadas,Sí,1,833,foto_590.jpg
591,2025-06-09,Francisca Samanta Mosquera Becerra,Soporte,Cambio de ONT,Atrapamiento,Atrapado por cable,En buen estado,Dañado,En buen estado,En buen estado,No,3,962,foto_591.jpg
592,2025-05-18,Santos Torre,Mantenimiento,Reparación,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_592.jpg
593,2025-03-18,Maxi Palmer Esteban,Instalaciones,Cambio de ONT,Corte,Atrapado por cable,No usa,En buen estado,En buen estado,En buen estado,No,3,53,foto_593.jpg
594,2025-05-01,Graciana Solana-Tejera,Mantenimiento,Tendido de fibra,Exposición a altura,Contacto accidental,Dañado,Dañado,En buen estado,En buen estado,No,4,962,foto_594.jpg
595,2025-05-22,Tiburcio Ávila Pera,Soporte,Cambio de ONT,Descarga eléctrica,Resbalón en techo,En buen estado,En buen estado,En buen estado,En buen estado,Sí,4,195,foto_595.jpg
596,2025-04-26,Reyna Moraleda Torre,Supervisión,Configuración de equipos,Caída,Trabajando en poste sin arnés,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,1126,foto_596.jpg
597,2025-05-21,Susanita Almeida Borrego,Instalaciones,Instalación ONT,Sin incidente,Inspección preventiva,En buen estado,En buen estado,No usa,En buen estado,Sí,0,0,foto_597.jpg
598,2025-06-02,Renata Raya Uribe,Instalaciones,Inspección,Golpe,Golpe con herramienta,No usa,En buen estado,En buen estado,En buen estado,No,3,153,foto_598.jpg
599,2025-03-03,Gustavo Navarro Jaén,Supervisión,Inspección,Exposición a altura,Resbalón en terreno mojado,En buen estado,No usa,En buen estado,No inspeccionadas,No,1,66,foto_599.jpg
600,2025-05-16,Mateo Olmedo-Cobo,Supervisión,Instalación ONT,Corte,Trabajando en poste sin arnés,En buen estado,En buen estado,En buen estado,Dañadas,No,1,1123,foto_600.jpg
601,2025-05-12,Rosalina Sala Giralt,Mantenimiento,Tendido de fibra,Atrapamiento,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,145,foto_601.jpg
602,2025-05-01,Lucía Cal Reguera,Soporte,Inspección,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_602.jpg
603,2025-06-01,Salud Castro-Aguado,Soporte,Instalación ONT,Sin incidente,Ronda de verificación,En buen estado,No usa,En buen estado,Dañadas,Sí,0,0,foto_603.jpg
604,2025-02-19,Ainoa Griselda Delgado Aguilera,Instalaciones,Tendido de fibra,Sin incidente,Reporte rutinario,No usa,En buen estado,Dañado,En buen estado,No,0,0,foto_604.jpg
605,2025-06-02,Florinda Reina-Pereira,Mantenimiento,Reparación,Golpe,Caída de escalera,No usa,En buen estado,En buen estado,En buen estado,Sí,2,834,foto_605.jpg
606,2025-03-20,Gloria Sola-Pou,Mantenimiento,Inspección,Caída,Golpe con herramienta,No usa,En buen estado,En buen estado,En buen estado,Sí,2,986,foto_606.jpg
607,2025-05-27,Ana Sofía Alcaraz Gelabert,Instalaciones,Instalación ONT,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_607.jpg
608,2025-05-15,Brígida Piña Lobo,Soporte,Configuración de equipos,Corte,Reporte rutinario,No usa,En buen estado,Dañado,En buen estado,No,1,503,foto_608.jpg
609,2025-05-10,Espiridión del Corominas,Supervisión,Inspección,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_609.jpg
610,2025-04-05,Dolores Barral Santiago,Mantenimiento,Cambio de ONT,Sin incidente,Reporte rutinario,No usa,En buen estado,En buen estado,En buen estado,No,0,0,foto_610.jpg
611,2025-03-09,Dalila Liliana Serna Zurita,Instalaciones,Verificación de señal,Sin incidente,Inspección preventiva,Dañado,No usa,Dañado,En buen estado,Sí,0,0,foto_611.jpg
612,2025-05-07,Odalys Palomares Montserrat,Soporte,Verificación de señal,Atrapamiento,Corte con fibra,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,910,foto_612.jpg
613,2025-03-19,Calista de Domingo,Mantenimiento,Reparación,Sin incidente,Reporte rutinario,No usa,En buen estado,No usa,Dañadas,No,0,0,foto_613.jpg
614,2025-02-20,Fausto Carpio-Piñeiro,Instalaciones,Tendido de fibra,Caída,Contacto accidental,En buen estado,En buen estado,En buen estado,En buen estado,No,2,930,foto_614.jpg
615,2025-05-15,Andrés Felipe Font Roda,Instalaciones,Reparación,Caída,Dedo atrapado en puerta,En buen estado,Dañado,En buen estado,No inspeccionadas,No,2,1187,foto_615.jpg
616,2025-06-14,Camila Gilabert Serra,Mantenimiento,Reparación,Golpe,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,1,191,foto_616.jpg
617,2025-04-10,Gisela Sedano Cañellas,Mantenimiento,Cambio de ONT,Sin incidente,Sin evento,Dañado,Dañado,En buen estado,En buen estado,No,0,0,foto_617.jpg
618,2025-03-21,Reyes Escrivá Carro,Mantenimiento,Reparación,Sin incidente,Ronda de verificación,No usa,En buen estado,No usa,En buen estado,No,0,0,foto_618.jpg
619,2025-03-02,Cecilia Rosa Torrents Abella,Instalaciones,Tendido de fibra,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_619.jpg
620,2025-03-28,Evaristo del Montenegro,Instalaciones,Verificación de señal,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,0,0,foto_620.jpg
621,2025-02-22,Verónica Arroyo Manzano,Mantenimiento,Inspección,Exposición a altura,Corte con cúter,En buen estado,No usa,En buen estado,En buen estado,No,5,79,foto_621.jpg
622,2025-06-13,Espiridión Cuevas Carvajal,Mantenimiento,Instalación ONT,Sin incidente,Sin evento,No usa,No usa,En buen estado,Dañadas,Sí,0,0,foto_622.jpg
623,2025-05-14,Telmo Pastor Canals,Soporte,Instalación ONT,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_623.jpg
624,2025-06-02,René Gibert Comas,Supervisión,Instalación ONT,Corte,Dedo atrapado en puerta,En buen estado,No usa,Dañado,En buen estado,No,1,907,foto_624.jpg
625,2025-06-18,Candelas Alberto-Alba,Supervisión,Tendido de fibra,Caída,Golpe con herramienta,En buen estado,En buen estado,En buen estado,Dañadas,No,3,424,foto_625.jpg
626,2025-04-23,Tito Zorrilla Parejo,Soporte,Inspección,Atrapamiento,Dedo atrapado en puerta,En buen estado,No usa,Dañado,Dañadas,No,1,1199,foto_626.jpg
627,2025-03-10,Maximino Cadenas Rubio,Soporte,Tendido de fibra,Caída,Resbalón en terreno mojado,Dañado,En buen estado,Dañado,En buen estado,No,1,495,foto_627.jpg
628,2025-05-15,Adelina Rodríguez Valera,Instalaciones,Inspección,Golpe,Contacto accidental,En buen estado,No usa,En buen estado,Dañadas,No,1,710,foto_628.jpg
629,2025-03-28,Zaida Teruel Peinado,Supervisión,Instalación ONT,Exposición a altura,Resbalón en terreno mojado,En buen estado,En buen estado,Dañado,Dañadas,No,2,625,foto_629.jpg
630,2025-06-17,Graciana Téllez Cámara,Mantenimiento,Reparación,Sin incidente,Ronda de verificación,Dañado,Dañado,En buen estado,En buen estado,No,0,0,foto_630.jpg
631,2025-05-01,Alberto Serra Tomas,Supervisión,Cambio de ONT,Descarga eléctrica,Dedo atrapado en puerta,No usa,No usa,En buen estado,En buen estado,No,1,187,foto_631.jpg
632,2025-04-10,Eloísa Mosquera Bustamante,Supervisión,Instalación ONT,Sin incidente,Sin evento,No usa,No usa,En buen estado,En buen estado,No,0,0,foto_632.jpg
633,2025-04-19,Jose Carlos del Amaya,Soporte,Verificación de señal,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,0,0,foto_633.jpg
634,2025-03-15,Valentín Mateo Estévez,Mantenimiento,Reparación,Sin incidente,Reporte rutinario,Dañado,No usa,En buen estado,En buen estado,No,0,0,foto_634.jpg
635,2025-05-10,Ciriaco Baeza-Martín,Soporte,Inspección,Atrapamiento,Impacto por herramienta,En buen estado,En buen estado,En buen estado,Dañadas,No,1,1090,foto_635.jpg
636,2025-05-21,América Castilla,Instalaciones,Inspección,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_636.jpg
637,2025-03-15,Bernardino Rico Duran,Instalaciones,Configuración de equipos,Golpe,Corte con cúter,No usa,En buen estado,No usa,Dañadas,No,1,806,foto_637.jpg
